id,title,label,filtered_words
F196,Government Cover-Up Confirmed by Sources,FAKE,go thus nature trip. main model card. — shocking claims government cover-up surface internet.
F118,Immortal Jellyfish Confirmed by Sources,FAKE,expect environmental company. task community professor yard. — shocking claims immortal jellyfish surface internet.
F077,Secret Cure Confirmed by Sources,FAKE,easy lawyer hit american think. difference single anyone among hospital. account state middle sort factor put. — shocking claims secret cure surface internet.
F070,Government Cover-Up Confirmed by Sources,FAKE,right major development small. effort fact scene parent machine. yes report news environment loss. — shocking claims government cover-up surface internet.
F041,Immortal Jellyfish Confirmed by Sources,FAKE,age light candidate find want success. piece doctor number shoulder institution. eight investment support language enough according window trouble. — shocking claims immortal jellyfish surface internet.
R026,New Report on Policy,REAL,stay population attorney but. garden box management. experts discuss ongoing developments policy.
R207,New Report on Policy,REAL,analysis conference wonder interest. material house fear catch boy. doctor drop financial similar create. experts discuss ongoing developments policy.
F163,Secret Cure Confirmed by Sources,FAKE,fight response mean anything. statement hair cup fund. throughout politics require about. — shocking claims secret cure surface internet.
F171,Government Cover-Up Confirmed by Sources,FAKE,close film science amount modern. free term within traditional rule. pick long candidate. — shocking claims government cover-up surface internet.
F139,Immortal Jellyfish Confirmed by Sources,FAKE,east catch. trade concern according long almost such. fall oil former sign seem cover discover back. — shocking claims immortal jellyfish surface internet.
F120,Miracle Drug Confirmed by Sources,FAKE,spend buy. receive expect challenge office left. impact sign collection approach particularly four. table least service option use remember best. — shocking claims miracle drug surface internet.
F146,Mind Control Confirmed by Sources,FAKE,organization factor responsibility. sit sing else view under. — shocking claims mind control surface internet.
R115,New Report on Research,REAL,heart computer wife commercial mention billion. police every half hour cost song trade. condition need conference herself. experts discuss ongoing developments research.
F039,Aliens Confirmed by Sources,FAKE,sense international material term live often process. three note allow hit. — shocking claims aliens surface internet.
F225,Hoax Confirmed by Sources,FAKE,exactly college billion physical concern pm simple after. huge direction establish start power. — shocking claims hoax surface internet.
F140,Aliens Confirmed by Sources,FAKE,quickly sport cause. structure travel three agree high last. soldier sit condition home. — shocking claims aliens surface internet.
F122,Mind Control Confirmed by Sources,FAKE,necessary force picture table hospital article know. allow miss hard question side rate. — shocking claims mind control surface internet.
R070,New Report on Budget Report,REAL,role politics everything question. send economic. letter note start general role. experts discuss ongoing developments budget report.
F248,Celebrity Scandal Confirmed by Sources,FAKE,available fight if. prevent station moment too. — shocking claims celebrity scandal surface internet.
R016,New Report on Technology Breakthrough,REAL,subject computer whose as. whose accept. experts discuss ongoing developments technology breakthrough.
R148,New Report on Technology Breakthrough,REAL,current compare social structure field. describe price crime stage. president heart beat responsibility. experts discuss ongoing developments technology breakthrough.
R142,New Report on Budget Report,REAL,pretty quite term. bill feeling computer. sister new among. experts discuss ongoing developments budget report.
F141,Miracle Drug Confirmed by Sources,FAKE,team hundred break sport which. man research stuff say play section. happy game fine tonight. — shocking claims miracle drug surface internet.
R076,New Report on Technology Breakthrough,REAL,ever view audience. ground film break camera manage nearly develop. father although home maybe lead cause. hope floor safe growth. experts discuss ongoing developments technology breakthrough.
R180,New Report on Budget Report,REAL,report high show get probably for. rule professor executive attention argue as. experts discuss ongoing developments budget report.
F126,Aliens Confirmed by Sources,FAKE,pressure simply face able expect base. better simply second describe cost gas reduce. whose term husband among quickly. — shocking claims aliens surface internet.
R134,New Report on Economic Growth,REAL,conference table type defense natural out. protect rest watch. experts discuss ongoing developments economic growth.
F132,Mind Control Confirmed by Sources,FAKE,member life hit help foot contain town. campaign trade cut seem dinner interview charge. responsibility performance sit contain on. — shocking claims mind control surface internet.
F230,Immortal Jellyfish Confirmed by Sources,FAKE,poor stage side. matter forward american police skill financial. deep spend tough. — shocking claims immortal jellyfish surface internet.
F243,Aliens Confirmed by Sources,FAKE,practice fast beat respond. alone available garden population party mouth paper. less hit course purpose expect. — shocking claims aliens surface internet.
R191,New Report on Budget Report,REAL,address future yard. experts discuss ongoing developments budget report.
R130,New Report on Public Health,REAL,bag billion think stand what. middle little left although. experts discuss ongoing developments public health.
F081,Mind Control Confirmed by Sources,FAKE,successful able. — shocking claims mind control surface internet.
R209,New Report on Technology Breakthrough,REAL,color sound office dream maintain far everybody. executive future board worker resource before. often american age bar really finally produce. experts discuss ongoing developments technology breakthrough.
F228,Hoax Confirmed by Sources,FAKE,boy call interesting social protect how. — shocking claims hoax surface internet.
R030,New Report on Budget Report,REAL,cover raise finally under. send play carry phone catch financial yeah whole. experts discuss ongoing developments budget report.
R214,New Report on Education,REAL,blood simple day simple. sister operation record increase not. experts discuss ongoing developments education.
R175,New Report on Economic Growth,REAL,effort dog though play end senior. project image help hot. need peace tonight news heavy support. experts discuss ongoing developments economic growth.
